Soil Moisture,Temperature,Humidity,Time,Status
8,42,24,27,ON
40,44,23,30,ON
50,41,53,67,ON
59,24,27,46,OFF
60,11,29,78,OFF
74,43,57,5,OFF
65,0,57,14,OFF
32,37,30,51,ON
14,11,44,46,ON
32,20,27,25,ON
40,19,50,45,ON
65,17,64,63,ON
17,10,21,38,ON
38,42,55,18,ON
29,33,26,41,ON
15,16,26,48,ON
59,37,56,36,ON
22,0,70,34,OFF
43,21,20,79,ON
25,44,25,8,ON
32,39,25,98,OFF
79,35,63,66,ON
64,10,45,103,OFF
17,26,39,89,ON
3,26,52,52,ON
62,16,62,32,OFF
73,41,31,55,ON
18,23,29,59,ON
1,29,48,78,ON
60,7,33,9,OFF
11,45,61,67,ON
73,18,25,37,OFF
66,24,29,45,OFF
38,7,59,51,OFF
82,41,57,37,OFF
41,5,44,85,OFF
66,30,26,60,ON
16,33,23,92,OFF
37,24,59,75,OFF
56,22,48,24,ON
10,29,53,81,ON
38,5,63,58,OFF
26,2,64,98,OFF
82,28,70,81,ON
31,20,56,105,OFF
48,18,61,48,OFF
46,5,50,101,OFF
41,27,35,110,OFF
35,9,61,22,OFF
78,11,36,71,ON
3,6,50,40,ON
10,15,70,9,ON
66,24,66,31,OFF
55,36,69,21,ON
3,5,53,13,ON
83,28,52,73,ON
85,13,49,37,OFF
13,22,59,88,ON
35,20,38,74,ON
55,17,21,67,OFF
19,44,22,101,OFF
55,13,49,63,OFF
1,42,68,5,ON
78,0,36,1,OFF
16,32,69,44,ON
81,11,64,22,OFF
52,30,33,11,ON
89,13,26,55,OFF
40,27,66,50,ON
82,10,34,92,OFF
41,27,42,22,ON
8,11,39,58,ON
17,20,38,105,OFF
70,21,38,13,OFF
39,12,26,34,ON
76,29,36,52,ON
20,32,64,63,ON
26,0,27,100,OFF
56,35,63,47,ON
76,11,70,61,ON
54,33,21,70,ON
73,10,59,91,OFF
4,23,29,59,ON
11,22,60,87,ON
38,4,44,23,ON
38,13,44,24,ON
65,15,27,16,OFF
3,15,32,64,ON
55,31,70,72,ON
89,8,57,15,OFF
27,24,62,77,OFF
7,42,68,55,ON
1,4,20,107,OFF
26,12,49,88,OFF
4,12,23,78,ON
28,15,70,12,ON
75,6,39,35,OFF
73,4,68,82,OFF
10,7,36,80,ON
77,24,48,32,OFF
73,6,21,8,OFF
77,25,55,98,OFF
77,30,22,106,OFF
74,11,24,51,OFF
52,40,20,103,OFF
84,42,57,35,OFF
45,17,40,27,OFF
63,27,33,108,OFF
31,25,51,71,ON
14,45,32,51,ON
34,31,37,70,ON
31,14,29,42,OFF
46,40,68,101,OFF
13,8,69,22,ON
56,28,56,50,ON
36,13,35,6,ON
18,37,42,22,ON
62,2,40,102,OFF
61,15,44,9,ON
18,40,54,35,ON
47,31,67,108,OFF
63,2,50,90,OFF
60,23,52,66,ON
40,42,59,28,ON
28,15,25,108,OFF
51,42,54,78,ON
15,33,61,55,ON
10,37,63,79,ON
51,6,36,34,ON
41,20,46,1,ON
49,0,34,59,OFF
25,13,55,60,OFF
65,19,47,10,OFF
14,19,51,7,ON
33,13,40,106,OFF
73,5,52,13,OFF
34,23,50,89,ON
13,44,27,94,OFF
28,41,48,87,ON
42,25,58,95,OFF
39,37,40,47,ON
30,11,36,76,ON
87,8,63,97,OFF
5,6,69,12,ON
53,1,42,51,OFF
39,13,51,70,OFF
75,11,62,48,OFF
58,14,21,47,OFF
79,35,44,72,ON
23,12,28,55,OFF
54,24,29,18,ON
79,6,35,99,OFF
6,16,37,14,OFF
17,35,49,45,ON
36,9,68,11,ON
23,38,68,80,ON
30,14,67,35,ON
22,10,60,100,OFF
79,3,48,99,OFF
21,11,66,69,ON
18,4,39,7,OFF
86,5,35,41,ON
21,20,65,52,ON
8,16,26,66,ON
76,34,58,66,ON
32,13,22,18,ON
79,0,55,43,OFF
21,12,42,86,ON
7,18,62,110,OFF
15,10,39,42,ON
33,18,64,43,ON
80,12,31,78,OFF
20,16,51,82,ON
17,26,60,3,ON
53,28,31,77,OFF
27,45,30,16,ON
84,22,59,51,OFF
86,21,25,39,OFF
2,24,43,37,OFF
55,32,39,79,ON
67,13,32,82,ON
69,24,43,24,OFF
45,13,50,76,OFF
47,40,57,6,ON
20,29,61,100,OFF
5,3,32,22,ON
30,4,20,95,OFF
38,32,42,60,ON
49,35,70,103,OFF
46,18,41,60,ON
81,31,22,93,OFF
8,5,42,39,ON
80,30,36,87,ON
41,18,59,20,ON
49,24,21,33,ON
10,31,37,53,ON
37,14,58,84,OFF
4,38,56,108,OFF
34,4,27,10,ON
15,12,59,68,ON
12,21,44,31,ON
77,42,30,34,OFF
80,24,25,77,OFF
10,35,34,1,ON
19,16,51,90,ON
58,10,56,8,OFF
79,27,35,106,OFF
39,42,56,87,ON
8,10,41,8,OFF
15,28,28,84,ON
9,38,53,58,ON
29,8,41,67,OFF
80,43,63,49,ON
5,43,32,54,ON
50,20,20,43,OFF
69,43,31,71,ON
85,32,35,59,ON
30,29,34,97,OFF
3,12,45,54,ON
72,8,48,56,OFF
57,38,33,99,OFF
7,15,31,48,ON
7,38,20,68,ON
16,28,56,45,ON
33,22,66,97,OFF
5,21,37,9,ON
8,23,38,90,ON
23,12,47,45,OFF
14,34,37,8,ON
88,17,32,66,ON
34,29,38,74,ON
64,2,38,70,OFF
77,7,61,19,OFF
72,23,70,76,ON
67,22,24,45,OFF
84,8,20,25,OFF
20,34,33,92,OFF
18,28,36,105,OFF
39,36,26,84,ON
77,26,61,67,OFF
55,26,47,36,ON
88,7,23,76,OFF
28,35,55,106,OFF
52,39,27,46,ON
76,5,67,21,OFF
36,35,37,110,OFF
54,36,47,108,OFF
1,43,21,73,ON
47,39,56,41,ON
49,7,33,56,ON
17,33,53,61,ON
77,13,35,48,ON
57,0,67,19,OFF
52,33,66,29,ON
84,7,32,40,ON
58,24,34,36,ON
64,40,31,52,ON
29,2,69,47,OFF
47,12,40,78,ON
75,32,66,48,ON
50,41,39,26,ON
79,41,66,0,OFF
70,23,59,5,OFF
60,14,68,103,OFF
83,5,47,16,OFF
62,13,30,71,OFF
30,17,31,97,OFF
8,42,43,36,ON
37,20,41,18,ON
16,33,53,31,ON
49,10,66,54,ON
30,43,58,96,OFF
32,12,29,41,OFF
8,38,66,58,ON
23,40,28,41,ON
84,13,38,85,ON
51,31,67,71,ON
75,34,55,81,ON
67,32,43,80,ON
28,45,29,25,ON
25,33,64,90,ON
66,30,53,106,OFF
18,33,46,97,OFF
40,12,64,89,ON
66,0,41,51,OFF
46,3,30,72,OFF
5,5,62,80,ON
39,6,29,105,OFF
14,43,48,99,OFF
33,38,55,97,OFF
88,16,52,11,OFF
71,15,30,102,OFF
20,5,43,47,ON
65,10,30,32,OFF
5,3,54,100,OFF
39,23,50,9,ON
10,16,61,65,ON
75,23,42,75,ON
3,2,32,44,ON
73,16,33,99,OFF
17,41,20,25,ON
60,23,52,68,ON
13,19,23,110,OFF
41,29,36,47,ON
31,21,50,17,ON
82,12,30,59,OFF
86,2,45,28,OFF
67,2,20,66,OFF
90,34,23,38,OFF
11,12,66,104,OFF
59,9,63,11,ON
61,12,64,109,OFF
66,18,69,30,OFF
66,11,45,95,OFF
40,3,56,46,OFF
86,24,20,107,OFF
89,32,33,52,ON
53,37,23,110,OFF
21,17,49,82,ON
72,12,44,55,OFF
54,4,20,83,OFF
33,17,22,84,OFF
63,12,54,53,OFF
64,15,69,71,ON
63,7,28,101,OFF
86,26,50,51,ON
47,28,67,4,ON
45,25,66,26,ON
14,39,57,57,ON
50,17,29,21,ON
79,19,66,89,ON
70,35,42,37,OFF
51,25,33,44,ON
85,34,29,12,OFF
82,16,37,23,OFF
70,9,69,110,OFF
42,1,57,17,OFF
43,26,28,98,OFF
36,36,26,9,ON
11,20,54,107,OFF
57,39,43,78,ON
85,12,58,35,OFF
15,35,68,84,ON
51,43,55,65,ON
47,14,55,85,OFF
73,34,66,107,OFF
1,27,43,33,ON
89,2,40,23,OFF
70,2,37,13,OFF
32,41,21,47,ON
73,6,55,9,OFF
49,12,24,39,ON
77,19,21,43,OFF
84,23,28,78,OFF
3,27,33,32,ON
15,0,45,21,OFF
18,33,37,62,ON
10,8,27,37,OFF
23,9,43,20,OFF
73,36,68,81,ON
70,4,69,64,OFF
57,37,32,5,ON
18,33,26,107,OFF
65,35,48,29,OFF
43,42,23,92,OFF
11,25,53,87,ON
51,10,35,109,OFF
9,29,54,80,ON
5,3,29,67,ON
83,21,59,102,OFF
42,42,66,80,ON
64,19,62,12,OFF
55,37,40,43,ON
6,41,66,23,ON
61,20,20,13,OFF
85,17,33,59,ON
90,31,70,4,OFF
58,33,27,90,ON
65,20,46,101,OFF
34,41,53,49,ON
14,44,49,7,ON
18,1,51,3,OFF
25,43,59,64,ON
88,36,46,14,OFF
39,14,50,110,OFF
3,12,50,18,ON
86,1,49,13,OFF
75,44,61,96,OFF
76,10,26,32,OFF
21,35,25,18,ON
52,38,67,19,ON
17,44,57,92,OFF
29,11,34,58,ON
27,13,22,103,OFF
61,34,54,110,OFF
79,26,64,61,ON
31,15,38,20,ON
74,6,36,55,ON
72,43,46,62,ON
45,42,57,55,ON
82,27,59,106,OFF
89,30,24,52,ON
67,34,28,86,ON
24,31,40,22,ON
33,31,44,23,ON
66,34,37,64,ON
42,24,36,40,ON
59,40,65,104,OFF
60,16,46,80,ON
25,36,50,109,OFF
52,22,55,69,OFF
54,44,39,107,OFF
37,39,66,93,OFF
70,41,35,99,OFF
14,14,49,92,OFF
31,3,55,109,OFF
3,10,51,55,ON
72,11,42,0,OFF
55,5,52,19,ON
32,5,70,19,ON
2,39,43,47,ON
81,42,29,10,OFF
51,3,25,44,OFF
47,12,27,16,ON
58,5,38,21,ON
33,8,37,6,OFF
89,14,59,1,OFF
64,28,48,93,OFF
11,14,39,32,ON
25,39,58,56,ON
62,19,38,58,ON
25,37,22,104,OFF
88,23,58,20,OFF
63,31,29,100,OFF
43,44,37,31,ON
79,30,32,62,ON
59,36,53,10,ON
22,15,47,27,ON
32,43,21,110,OFF
62,40,62,19,OFF
89,6,62,5,OFF
42,15,41,40,ON
34,9,33,44,ON
30,10,61,32,ON
67,33,53,87,ON
60,33,28,65,ON
86,10,51,14,OFF
83,13,23,110,OFF
3,16,33,62,ON
31,16,21,27,ON
47,33,63,71,ON
5,17,53,11,OFF
45,7,40,106,OFF
87,31,45,32,OFF
11,28,22,42,ON
13,12,35,37,ON
81,4,58,81,OFF
17,28,49,49,ON
21,26,41,63,ON
83,3,62,9,OFF
65,18,52,57,OFF
42,33,43,7,ON
8,43,24,97,OFF
23,15,36,40,ON
71,30,55,16,OFF
3,5,68,10,ON
29,24,36,42,ON
3,8,50,51,ON
34,18,54,25,ON
76,8,36,69,ON
80,9,51,103,OFF
28,32,59,12,ON
86,44,52,106,OFF
81,17,49,53,ON
75,44,58,55,ON
70,36,62,47,ON
15,44,68,11,ON
20,12,69,77,ON
72,14,23,61,OFF
11,29,30,7,ON
21,0,39,64,OFF
19,0,62,77,ON
16,30,34,88,ON
20,3,49,76,ON
15,19,47,50,ON
66,13,27,79,OFF
80,38,24,104,OFF
19,4,41,25,ON
23,11,66,31,ON
37,18,53,34,ON
8,28,30,27,ON
40,29,61,35,ON
45,4,67,47,ON
6,18,70,94,OFF
2,36,49,87,ON
68,17,67,94,OFF
22,25,35,39,OFF
41,21,38,49,ON
20,19,57,36,ON
21,44,36,78,ON
21,26,65,54,ON
34,30,42,73,ON
74,28,62,73,OFF
38,30,53,92,OFF
80,2,26,61,OFF
49,40,24,77,ON
71,12,22,5,OFF
49,2,37,61,OFF
45,35,27,54,ON
65,1,41,8,OFF
19,22,30,55,ON
80,22,41,34,OFF
66,37,45,53,ON
9,7,46,42,ON
32,11,66,84,ON
47,29,58,72,ON
53,11,46,26,ON
56,41,70,70,ON
14,39,53,1,ON
10,14,38,22,ON
54,8,49,44,OFF
42,15,21,32,ON
45,16,24,84,OFF
11,29,63,100,OFF
56,37,42,65,ON
81,34,34,33,OFF
62,39,32,100,OFF
27,44,33,7,ON
68,5,59,46,OFF
70,1,70,33,OFF
67,18,38,5,ON
41,11,43,54,ON
71,0,40,37,OFF
56,33,23,32,ON
3,28,21,17,ON
77,30,62,23,OFF
33,35,24,63,ON
88,2,34,3,OFF
61,45,60,97,OFF
24,8,25,70,OFF
2,24,50,101,OFF
46,12,53,2,ON
57,3,54,47,OFF
57,26,36,106,OFF
72,15,60,12,OFF
9,25,33,68,ON
14,41,45,89,ON
22,31,29,90,ON
7,4,59,88,ON
85,24,69,48,ON
57,35,50,45,ON
61,39,30,55,ON
25,25,37,81,ON
86,45,56,62,ON
82,31,46,46,ON
7,12,29,72,ON
48,6,63,22,ON
44,39,66,110,OFF
70,19,21,84,OFF
90,20,41,107,OFF
57,24,65,109,OFF
75,29,60,69,ON
22,31,37,94,OFF
47,17,55,79,OFF
72,5,63,85,OFF
80,9,51,32,OFF
90,45,56,24,OFF
47,40,64,66,ON
61,28,21,19,OFF
46,28,39,97,OFF
12,31,29,34,ON
85,43,32,35,OFF
65,16,69,21,OFF
61,26,29,92,OFF
37,31,56,24,ON
61,24,54,18,OFF
66,5,30,18,OFF
70,11,21,17,OFF
56,12,28,82,OFF
84,23,35,44,ON
86,35,66,46,ON
90,34,34,25,OFF
83,30,53,15,OFF
32,9,25,29,ON
57,30,66,36,ON
47,36,50,26,ON
70,34,35,71,ON
89,0,23,64,OFF
40,42,29,34,ON
12,41,42,36,ON
32,5,48,38,ON
75,9,59,64,OFF
36,14,31,12,ON
63,3,57,106,OFF
88,26,42,67,ON
67,10,59,98,OFF
11,15,47,46,ON
37,1,21,72,OFF
41,34,38,84,ON
70,12,28,74,OFF
70,5,29,26,OFF
87,28,23,2,OFF
36,17,44,67,ON
13,20,21,89,ON
9,42,41,20,ON
76,37,35,29,OFF
51,25,42,22,ON
14,1,42,46,ON
22,19,63,8,ON
30,13,50,38,ON
30,39,37,60,ON
33,44,57,90,ON
4,30,52,74,ON
60,41,66,85,ON
59,1,28,92,OFF
7,23,36,3,ON
8,8,48,85,ON
62,1,67,16,OFF
76,26,63,22,OFF
1,4,61,87,ON
32,32,46,49,ON
80,20,64,53,ON
89,41,70,77,ON
37,5,22,32,ON
86,11,63,48,OFF
23,29,58,10,ON
68,29,56,26,OFF
17,10,58,5,OFF
7,40,55,78,ON
81,25,22,12,OFF
80,33,41,36,OFF
18,9,56,20,OFF
60,19,39,35,OFF
40,4,42,19,ON
23,29,37,106,OFF
54,1,48,57,OFF
19,28,64,52,ON
8,41,58,48,ON
54,13,45,45,ON
1,5,55,109,OFF
50,14,50,49,OFF
35,4,51,73,OFF
8,21,46,9,ON
15,35,54,68,ON
21,10,58,101,OFF
11,8,26,101,OFF
31,6,34,84,ON
25,23,57,13,ON
80,29,57,15,OFF
53,21,27,58,OFF
6,4,40,52,ON
48,44,62,43,ON
50,4,44,78,OFF
24,23,66,49,ON
34,17,42,89,ON
68,11,59,60,OFF
47,31,45,105,OFF
26,40,53,6,ON
74,27,62,26,OFF
33,7,66,44,ON
88,32,30,97,OFF
18,27,39,1,ON
79,7,66,101,OFF
57,26,49,108,OFF
36,33,54,12,ON
60,21,66,100,OFF
42,44,31,58,ON
82,4,25,107,OFF
73,13,20,12,OFF
42,7,66,87,ON
62,21,52,2,ON
27,22,46,88,ON
33,39,22,88,ON
30,27,41,5,ON
80,28,47,104,OFF
77,20,28,66,OFF
4,2,34,98,OFF
61,41,49,83,ON
49,40,21,70,ON
22,19,29,48,OFF
2,33,40,27,ON
79,34,69,50,ON
72,27,30,53,OFF
71,45,67,91,OFF
45,29,42,5,ON
77,6,38,101,OFF
31,29,63,88,OFF
33,35,50,7,ON
87,15,24,78,OFF
84,24,52,70,ON
34,44,24,72,ON
23,21,47,80,ON
75,43,39,92,OFF
62,14,38,102,OFF
84,42,21,90,ON
53,23,37,107,OFF
67,30,38,59,ON
33,25,63,81,OFF
81,20,34,26,OFF
42,13,55,97,OFF
83,43,26,103,OFF
52,38,57,11,ON
81,32,56,108,OFF
32,39,50,42,ON
53,20,20,83,OFF
40,8,37,96,OFF
45,42,21,89,ON
24,18,57,62,OFF
14,1,55,20,OFF
7,9,63,77,ON
81,29,53,0,OFF
87,12,37,99,OFF
74,16,25,59,OFF
20,38,36,82,ON
52,18,25,37,ON
44,27,39,80,ON
24,13,60,62,OFF
87,31,31,21,OFF
52,34,59,100,OFF
5,22,35,109,OFF
90,29,59,93,OFF
25,29,41,1,ON
52,1,65,77,ON
4,23,61,106,OFF
15,45,63,61,ON
21,13,62,93,OFF
68,7,46,63,OFF
51,7,28,107,OFF
45,33,50,17,ON
73,14,40,39,OFF
18,32,30,43,ON
42,43,54,46,ON
26,5,69,29,ON
37,32,21,26,ON
5,9,25,96,OFF
56,26,44,22,ON
33,26,65,9,ON
12,15,28,101,OFF
34,13,65,46,ON
4,29,39,96,OFF
39,18,55,73,OFF
34,6,37,31,ON
89,31,52,59,ON
39,2,32,65,ON
23,40,67,17,ON
23,23,24,93,OFF
18,34,51,32,ON
45,18,59,40,OFF
67,36,36,84,ON
37,18,67,67,ON
68,41,31,26,OFF
23,37,57,36,ON
22,32,31,71,ON
38,42,45,53,ON
22,37,59,83,ON
64,7,47,81,OFF
33,28,29,13,ON
88,26,38,47,ON
80,9,62,13,OFF
72,10,33,37,OFF
81,10,48,93,OFF
86,41,43,63,ON
52,16,32,57,ON
33,6,33,89,ON
42,7,63,51,OFF
4,18,66,100,OFF
71,5,64,75,ON
66,35,42,21,OFF
17,25,58,23,OFF
89,38,61,43,ON
63,26,63,31,OFF
40,10,47,97,OFF
84,32,57,75,ON
9,30,29,75,ON
8,33,40,5,ON
80,1,22,35,OFF
85,14,46,52,OFF
35,10,29,85,OFF
49,44,31,34,ON
56,13,43,29,ON
34,18,23,47,OFF
32,43,70,97,OFF
20,45,53,84,ON
53,23,31,104,OFF
10,10,25,21,ON
27,5,28,28,ON
77,9,57,6,OFF
8,15,26,31,ON
81,1,56,85,OFF
58,11,44,35,ON
32,24,20,23,ON
10,32,70,52,ON
85,44,67,51,ON
76,26,29,91,OFF
17,41,37,31,ON
76,24,52,31,OFF
59,22,61,57,OFF
42,11,62,63,OFF
1,31,38,18,ON
76,20,33,55,ON
2,33,46,109,OFF
70,34,22,10,OFF
47,2,23,14,ON
84,30,35,28,OFF
26,2,54,80,OFF
59,11,66,97,OFF
33,16,66,102,OFF
16,8,32,56,ON
18,36,38,41,ON
55,27,47,28,ON
55,17,25,15,ON
76,7,57,60,OFF
35,38,20,72,ON
34,31,23,103,OFF
75,29,51,19,OFF
53,18,25,60,OFF
17,45,58,105,OFF
67,31,35,4,ON
29,5,42,87,OFF
56,23,33,86,ON
12,13,35,84,ON
79,10,60,12,OFF
43,8,52,85,OFF
24,24,53,61,ON
70,39,56,18,OFF
76,23,43,0,OFF
90,10,54,53,OFF
49,5,58,24,ON
69,29,47,63,ON
50,26,52,47,ON
18,0,24,75,ON
26,13,45,93,OFF
17,18,68,23,ON
49,15,53,85,OFF
87,2,48,98,OFF
81,12,33,87,ON
9,13,24,22,ON
84,5,57,41,OFF
17,30,21,3,ON
71,8,32,74,ON
58,5,46,92,OFF
61,24,31,76,OFF
49,7,50,46,OFF
1,12,64,99,OFF
12,16,25,20,ON
39,21,67,87,ON
69,25,42,42,ON
34,13,27,79,OFF
76,43,51,110,OFF
15,23,57,10,ON
81,7,65,75,ON
75,12,44,30,OFF
27,5,54,62,OFF
87,17,30,25,OFF
4,39,57,106,OFF
79,18,24,26,OFF
16,37,46,16,ON
46,16,30,87,OFF
51,6,66,74,ON
86,17,22,64,OFF
45,18,25,86,OFF
43,8,67,28,ON
17,14,36,49,ON
31,12,34,104,OFF
30,22,25,4,ON
67,9,23,16,OFF
65,44,55,45,ON
33,42,43,102,OFF
87,19,21,53,OFF
69,5,44,8,OFF
47,21,27,56,OFF
80,40,65,43,ON
44,24,39,55,ON
59,14,58,46,OFF
30,43,54,57,ON
3,37,20,32,ON
2,7,43,35,ON
65,13,54,11,OFF
51,27,70,7,ON
53,25,66,81,ON
9,45,42,95,OFF
67,9,20,63,OFF
20,35,21,75,ON
68,12,53,58,OFF
49,4,30,32,ON
3,31,52,10,ON
25,3,41,100,OFF
30,19,44,107,OFF
61,13,40,81,ON
24,0,60,57,OFF
54,6,29,75,OFF
24,28,44,30,ON
29,10,48,3,OFF
26,24,46,34,OFF
56,1,43,103,OFF
42,24,34,94,OFF
62,27,22,69,ON
65,0,50,65,OFF
87,36,69,25,OFF
83,36,28,38,OFF
62,18,55,38,OFF
42,8,23,38,ON
28,27,51,12,ON
46,36,64,31,ON
2,38,66,11,ON
77,19,47,98,OFF
75,38,45,37,OFF
42,44,52,27,ON
75,25,51,106,OFF
50,6,65,81,ON
56,14,26,102,OFF
49,36,20,4,ON
68,24,65,54,ON
61,10,68,73,ON
6,37,53,80,ON
33,17,63,32,OFF
48,27,57,84,ON
55,31,68,108,OFF
87,20,49,47,ON
43,20,67,51,ON
21,13,68,8,ON
20,24,24,2,ON
57,33,45,78,ON
12,43,47,107,OFF
18,40,46,61,ON
30,19,53,59,OFF
27,42,39,8,ON
75,35,70,65,ON
73,14,65,54,ON
85,36,24,52,ON
57,15,43,53,ON
21,28,58,98,OFF
18,41,49,3,ON
18,31,48,28,ON
8,16,26,0,ON
15,34,47,53,ON
21,19,68,66,ON
17,6,66,5,OFF
3,9,36,29,OFF
56,12,25,51,OFF
82,18,38,80,ON
41,5,53,12,ON
61,39,59,70,ON
29,11,20,47,OFF
48,18,42,62,ON
24,33,51,2,ON
33,10,30,79,OFF
15,19,31,69,ON
73,25,44,37,OFF
60,3,70,33,OFF
2,13,51,11,ON
7,40,70,25,ON
5,30,47,51,ON
25,7,41,91,OFF
53,37,64,65,ON
62,15,33,93,OFF
86,15,63,106,OFF
66,38,23,106,OFF
11,11,34,78,ON
4,43,29,78,ON
68,6,54,24,OFF
13,9,35,22,OFF
72,39,63,91,OFF
28,31,68,99,OFF
55,9,70,5,OFF
44,34,70,74,ON
67,23,28,24,OFF
9,3,46,60,ON
35,19,56,38,ON
41,15,20,61,OFF
11,45,29,34,ON
62,27,47,21,OFF
1,20,25,29,ON
20,41,50,60,ON
12,4,57,29,ON
90,1,34,62,OFF
5,12,64,28,ON
20,41,66,108,OFF
57,23,38,88,ON
24,10,48,41,OFF
82,18,39,26,OFF
70,41,25,6,OFF
47,10,53,101,OFF
56,1,65,10,ON
22,29,58,17,ON
67,39,21,90,ON
29,37,45,48,ON
34,29,64,64,ON
21,7,36,71,ON
46,26,21,17,ON
89,14,41,2,OFF
27,31,46,90,ON
57,13,61,13,ON
64,26,53,35,OFF
55,0,69,29,OFF
42,44,46,31,ON
46,17,39,79,ON
22,19,32,52,ON
15,7,29,36,ON
29,41,59,9,ON
62,4,37,4,OFF
14,39,64,88,ON
46,11,52,97,OFF
34,45,69,27,ON
83,36,43,11,OFF
15,22,47,34,ON
86,35,42,65,ON
46,0,42,42,OFF
6,24,37,57,ON
58,21,41,5,ON
5,12,39,105,OFF
6,32,70,75,ON
16,10,46,85,ON
80,42,61,44,ON
33,2,61,74,OFF
72,32,34,87,ON
45,16,45,18,OFF
72,32,32,99,OFF
16,31,69,19,ON
60,45,45,12,OFF
63,1,37,73,OFF
87,13,41,74,ON
55,19,64,52,ON
14,25,61,67,ON
75,28,20,21,OFF
86,33,47,24,OFF
52,33,32,0,ON
86,18,24,63,OFF
47,39,29,102,OFF
56,9,68,54,ON
60,8,43,72,OFF
90,30,60,104,OFF
34,0,69,64,OFF
7,37,70,38,ON
35,17,24,68,OFF
69,29,59,88,ON
18,6,53,49,ON
7,32,43,92,OFF
9,27,39,97,OFF
24,8,42,14,OFF
18,27,56,46,ON
27,16,53,72,OFF
68,29,39,89,ON
5,9,40,92,OFF
56,40,29,16,ON
35,9,66,80,ON
1,15,29,1,ON
88,31,43,55,ON
11,17,49,73,ON
8,28,41,1,ON
15,30,43,56,ON
8,30,60,25,ON
46,26,49,63,ON
55,8,35,32,ON
12,2,52,73,ON
9,1,54,104,OFF
16,10,34,8,OFF
72,38,26,95,OFF
49,16,23,27,ON
7,40,58,27,ON
36,23,22,102,OFF
26,15,50,35,ON
69,5,62,35,OFF
55,37,44,51,ON
48,0,46,3,OFF
11,29,27,90,ON
55,17,35,41,ON
57,11,57,63,OFF
55,24,46,103,OFF
36,29,44,4,ON
82,13,62,91,OFF
20,14,61,16,ON
7,42,69,0,ON
49,13,33,7,ON
31,32,25,1,ON
12,20,31,97,OFF
90,10,40,64,ON
73,12,37,93,OFF
43,16,50,5,ON
73,0,44,24,OFF
43,32,34,93,OFF
69,4,58,56,OFF
16,36,59,17,ON
80,42,28,35,OFF
2,6,52,34,ON
30,27,25,37,ON
6,32,68,78,ON
56,3,32,97,OFF
89,34,25,45,ON
75,36,31,38,OFF
72,8,39,72,ON
78,36,55,39,OFF
76,41,59,19,OFF
21,41,66,4,ON
28,36,29,109,OFF
24,0,49,84,OFF
58,38,34,38,ON
80,40,56,48,ON
36,33,38,63,ON
68,1,66,100,OFF
25,40,46,107,OFF
69,6,45,23,OFF
77,0,55,19,OFF
15,10,41,3,OFF
55,28,32,17,ON
34,25,65,107,OFF
18,25,54,107,OFF
51,42,45,58,ON
61,31,21,85,ON
6,11,29,66,ON
45,7,25,98,OFF
64,17,29,82,OFF
52,8,50,26,ON
13,12,58,89,ON
85,10,61,57,OFF
57,21,28,1,ON
49,4,25,62,OFF
26,34,63,71,ON
7,8,55,84,ON
45,38,35,44,ON
33,6,60,15,ON
4,9,51,44,ON
73,22,46,1,OFF
10,37,25,79,ON
68,20,39,34,OFF
57,44,53,86,ON
68,32,50,44,ON
89,7,63,29,OFF
26,2,55,88,OFF
52,1,47,107,OFF
59,4,33,87,ON
25,16,70,55,ON
66,14,56,5,ON
29,1,62,109,OFF
45,9,70,35,ON
4,45,39,7,ON
78,7,53,38,OFF
42,3,44,67,OFF
15,5,63,38,ON
63,13,58,21,OFF
15,39,51,82,ON
35,21,37,34,ON
50,17,53,32,ON
49,3,47,26,ON
15,37,44,20,ON
23,24,64,69,ON
74,20,36,3,OFF
6,16,51,59,ON
60,8,51,21,OFF
43,14,30,16,ON
12,28,65,88,ON
65,0,56,72,OFF
39,25,66,7,ON
60,24,28,18,OFF
32,12,39,91,OFF
27,40,69,70,ON
11,41,58,82,ON
12,0,41,18,OFF
78,34,47,81,ON
38,30,21,75,ON
50,16,36,93,OFF
29,8,42,52,OFF
84,3,24,95,OFF
53,27,25,69,ON
56,44,20,2,ON
12,30,50,14,ON
2,25,20,35,ON
50,37,56,76,ON
3,35,44,64,ON
79,25,60,105,OFF
12,24,46,51,ON
83,43,43,84,ON
90,44,28,49,ON
34,44,31,2,ON
49,29,38,3,ON
42,41,40,67,ON
39,37,66,57,ON
90,42,60,109,OFF
20,20,31,88,ON
8,2,36,79,ON
84,8,65,32,OFF
84,24,32,3,OFF
29,3,50,38,ON
78,7,47,52,OFF
88,0,58,30,OFF
75,42,45,84,ON
59,8,63,8,OFF
65,28,52,40,ON
47,14,69,41,ON
24,31,68,61,ON
64,45,42,97,OFF
83,16,28,20,OFF
13,2,68,67,ON
29,13,52,9,ON
44,7,65,49,ON
73,38,49,5,OFF
90,2,38,93,OFF
14,0,31,75,ON
85,24,70,90,ON
79,29,22,2,OFF
29,6,57,73,OFF
89,36,57,59,ON
62,6,35,24,OFF
40,21,45,49,ON
79,13,21,71,OFF
2,40,20,69,ON
8,11,45,26,ON
49,31,65,66,ON
24,27,51,58,ON
51,13,53,82,OFF
45,6,62,35,ON
77,37,62,93,OFF
30,22,68,7,ON
43,44,49,1,ON
20,41,58,57,ON
68,36,45,7,ON
33,4,30,34,ON
23,27,21,109,OFF
41,3,46,91,OFF
